date,price,anuradhapura_producer_price,kurunegala_producer_price,polonnaruwa_producer_price,production,production_total,exchange_rate,fuel_price,m0,m2,m1,m2b
2022-03-01,173.79,100.15,100.767,108.81,1931.2,3392.875,294,176,1386700,10073392,1589614,11575559
2022-04-01,211.24,110.7,112.988,117.5,1931.2,3392.875,355,289,1481805,10193426,1635133,11940608
2022-05-01,217.29,111.72,115.9,117.35,1461.675,3392.875,360,400,1414850,10117497,1603916,11896969
2022-06-01,247.14,131.55,141.95,138.2,1461.675,3392.875,356,460,1452596,10143626,1545475,11901351
2022-07-01,250.07,124.15,126.988,130.5,1461.675,3392.875,357,440,1436448,10253559,1564877,11955344
2022-08-01,239.24,112.6,113.863,122.93,1461.675,3392.875,357.88,430,1386248,10285938,1534114,11986911
2022-09-01,228.44,110.5,108.008,117,1461.675,3392.875,365.5,430,1378579,10351444,1528595,12051480
2022-10-01,224.78,105.48,106.74,109.5,1931.2,3392.875,363,430,1341681,10338384,1456688,12045719
2022-11-01,222.28,98.4,101.9,103.48,1931.2,3392.875,368.5,430,1318493,10416961,1457977,12162934
2022-12-01,218.2,98.15,101.44,102.53,1931.2,3392.875,367.5,420,1349389,10497052,1453597,12289637
